year,district,state,st_cen_cd,dt_cn_cd,censuscode,area_km,landuse,area
2015,Baghpat,Uttar Pradesh,9,8,139,1328.79,vegetation,37.08
2015,Baghpat,Uttar Pradesh,9,8,139,1328.79,builtup,49.24
2015,Baghpat,Uttar Pradesh,9,8,139,1328.79,agriculture,1191.07
2015,Baghpat,Uttar Pradesh,9,8,139,1328.79,barren,51.35
2015,Faridabad,Haryana,6,20,88,840.97,water,6.32
2015,Faridabad,Haryana,6,20,88,840.97,vegetation,50.04
2015,Faridabad,Haryana,6,20,88,840.97,builtup,117.1
2015,Faridabad,Haryana,6,20,88,840.97,agriculture,514.07
2015,Faridabad,Haryana,6,20,88,840.97,barren,153.58
2015,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,water,5.59
2015,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,vegetation,67.58
2015,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,builtup,220.91
2015,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,agriculture,908.24
2015,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,barren,206.94
2015,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,water,2.4
2015,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,vegetation,88.26
2015,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,builtup,184.7
2015,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,agriculture,1603.88
2015,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,barren,99.02
2015,Gurgaon,Haryana,6,18,86,1237.25,water,3.17
2015,Gurgaon,Haryana,6,18,86,1237.25,vegetation,47.07
2015,Gurgaon,Haryana,6,18,86,1237.25,builtup,160.57
2015,Gurgaon,Haryana,6,18,86,1237.25,agriculture,759.31
2015,Gurgaon,Haryana,6,18,86,1237.25,barren,266.77
2015,Jhajjar,Haryana,6,15,83,1937.9,water,6.6
2015,Jhajjar,Haryana,6,15,83,1937.9,vegetation,42.27
2015,Jhajjar,Haryana,6,15,83,1937.9,builtup,100.22
2015,Jhajjar,Haryana,6,15,83,1937.9,agriculture,1664.42
2015,Jhajjar,Haryana,6,15,83,1937.9,barren,123.87
2015,Meerut,Uttar Pradesh,9,7,138,2612.99,water,11.92
2015,Meerut,Uttar Pradesh,9,7,138,2612.99,vegetation,139.05
2015,Meerut,Uttar Pradesh,9,7,138,2612.99,builtup,153.49
2015,Meerut,Uttar Pradesh,9,7,138,2612.99,agriculture,2182.89
2015,Meerut,Uttar Pradesh,9,7,138,2612.99,barren,127.32
2015,Rohtak,Haryana,6,14,82,1720.41,water,1.7
2015,Rohtak,Haryana,6,14,82,1720.41,vegetation,17.1
2015,Rohtak,Haryana,6,14,82,1720.41,builtup,105.44
2015,Rohtak,Haryana,6,14,82,1720.41,agriculture,1509.75
2015,Rohtak,Haryana,6,14,82,1720.41,barren,85.85
2015,Sonipat,Haryana,6,8,76,2157.98,water,1.18
2015,Sonipat,Haryana,6,8,76,2157.98,vegetation,12.98
2015,Sonipat,Haryana,6,8,76,2157.98,builtup,114.75
2015,Sonipat,Haryana,6,8,76,2157.98,agriculture,1941.09
2015,Sonipat,Haryana,6,8,76,2157.98,barren,87.87
2020,North Delhi,NCT of Delhi,7,2,91,69.08,water,4.92
2020,North Delhi,NCT of Delhi,7,2,91,69.08,vegetation,10.43
2020,North Delhi,NCT of Delhi,7,2,91,69.08,builtup,41.49
2020,North Delhi,NCT of Delhi,7,2,91,69.08,agriculture,10.51
2020,North Delhi,NCT of Delhi,7,2,91,69.08,barren,1.73
2020,New Delhi,NCT of Delhi,7,5,94,38.5,water,0.54
2020,New Delhi,NCT of Delhi,7,5,94,38.5,vegetation,17.21
2020,New Delhi,NCT of Delhi,7,5,94,38.5,builtup,19.84
2020,New Delhi,NCT of Delhi,7,5,94,38.5,agriculture,0.4
2020,New Delhi,NCT of Delhi,7,5,94,38.5,barren,0.51
2020,North West Delhi,NCT of Delhi,7,1,90,443.09,water,3.41
2020,North West Delhi,NCT of Delhi,7,1,90,443.09,vegetation,22.86
2020,North West Delhi,NCT of Delhi,7,1,90,443.09,builtup,202.56
2020,North West Delhi,NCT of Delhi,7,1,90,443.09,agriculture,187.19
2020,North West Delhi,NCT of Delhi,7,1,90,443.09,barren,27.24
2020,North East Delhi,NCT of Delhi,7,3,92,62.52,water,1.58
2020,North East Delhi,NCT of Delhi,7,3,92,62.52,vegetation,2.53
2020,North East Delhi,NCT of Delhi,7,3,92,62.52,builtup,48.83
2020,North East Delhi,NCT of Delhi,7,3,92,62.52,agriculture,7.15
2020,North East Delhi,NCT of Delhi,7,3,92,62.52,barren,2.44
2020,South West Delhi,NCT of Delhi,7,8,97,434.52,water,2.75
2020,South West Delhi,NCT of Delhi,7,8,97,434.52,vegetation,68.8
2020,South West Delhi,NCT of Delhi,7,8,97,434.52,builtup,186.8
2020,South West Delhi,NCT of Delhi,7,8,97,434.52,agriculture,147.28
2020,South West Delhi,NCT of Delhi,7,8,97,434.52,barren,28.98
2020,East Delhi,NCT of Delhi,7,4,93,65.27,water,1.75
2020,East Delhi,NCT of Delhi,7,4,93,65.27,vegetation,5.9
2020,East Delhi,NCT of Delhi,7,4,93,65.27,builtup,54.6
2020,East Delhi,NCT of Delhi,7,4,93,65.27,agriculture,1.44
2020,East Delhi,NCT of Delhi,7,4,93,65.27,barren,1.63
2020,South Delhi,NCT of Delhi,7,9,98,253.77,water,4.73
2020,South Delhi,NCT of Delhi,7,9,98,253.77,vegetation,61.68
2020,South Delhi,NCT of Delhi,7,9,98,253.77,builtup,120.9
2020,South Delhi,NCT of Delhi,7,9,98,253.77,agriculture,3.55
2020,South Delhi,NCT of Delhi,7,9,98,253.77,barren,63.01
2020,Central Delhi,NCT of Delhi,7,6,95,15.1,water,0.37
2020,Central Delhi,NCT of Delhi,7,6,95,15.1,vegetation,3.82
2020,Central Delhi,NCT of Delhi,7,6,95,15.1,builtup,10.81
2020,Central Delhi,NCT of Delhi,7,6,95,15.1,agriculture,0.04
2020,Central Delhi,NCT of Delhi,7,6,95,15.1,barren,0.06
2020,West Delhi,NCT of Delhi,7,7,96,122.12,water,1.49
2020,West Delhi,NCT of Delhi,7,7,96,122.12,vegetation,7.78
2020,West Delhi,NCT of Delhi,7,7,96,122.12,builtup,100.7
2020,West Delhi,NCT of Delhi,7,7,96,122.12,agriculture,10.32
2020,West Delhi,NCT of Delhi,7,7,96,122.12,barren,1.84
2020,Baghpat,Uttar Pradesh,9,8,139,1328.79,water,4.92
2020,Baghpat,Uttar Pradesh,9,8,139,1328.79,vegetation,25.82
2020,Baghpat,Uttar Pradesh,9,8,139,1328.79,builtup,69
2020,Baghpat,Uttar Pradesh,9,8,139,1328.79,agriculture,1178.75
2020,Baghpat,Uttar Pradesh,9,8,139,1328.79,barren,49.99
2020,Faridabad,Haryana,6,20,88,840.97,water,9.14
2020,Faridabad,Haryana,6,20,88,840.97,vegetation,33.35
2020,Faridabad,Haryana,6,20,88,840.97,builtup,171.98
2020,Faridabad,Haryana,6,20,88,840.97,agriculture,489.95
2020,Faridabad,Haryana,6,20,88,840.97,barren,136.58
2020,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,water,9.9
2020,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,vegetation,34.48
2020,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,builtup,337.73
2020,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,agriculture,862.68
2020,Gautam Buddha Nagar,Uttar Pradesh,9,10,141,1409.2,barren,164.37
2020,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,water,9.59
2020,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,vegetation,52.5
2020,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,builtup,234.95
2020,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,agriculture,1532.91
2020,Ghaziabad,Uttar Pradesh,9,9,140,1977.55,barren,148.1
2020,Gurgaon,Haryana,6,18,86,1237.25,water,6.96
2020,Gurgaon,Haryana,6,18,86,1237.25,vegetation,42.24
2020,Gurgaon,Haryana,6,18,86,1237.25,builtup,321.69
2020,Gurgaon,Haryana,6,18,86,1237.25,agriculture,656.05
2020,Gurgaon,Haryana,6,18,86,1237.25,barren,209.02
2020,Jhajjar,Haryana,6,15,83,1937.9,water,9.63
2020,Jhajjar,Haryana,6,15,83,1937.9,vegetation,62.96
2020,Jhajjar,Haryana,6,15,83,1937.9,builtup,191.18
2020,Jhajjar,Haryana,6,15,83,1937.9,agriculture,1582.03
2020,Jhajjar,Haryana,6,15,83,1937.9,barren,91.1
2020,Meerut,Uttar Pradesh,9,7,138,2612.99,water,26.2
2020,Meerut,Uttar Pradesh,9,7,138,2612.99,vegetation,102.13
2020,Meerut,Uttar Pradesh,9,7,138,2612.99,builtup,181.39
2020,Meerut,Uttar Pradesh,9,7,138,2612.99,agriculture,2200.17
2020,Meerut,Uttar Pradesh,9,7,138,2612.99,barren,103.28
2020,Rohtak,Haryana,6,14,82,1720.41,water,3.36
2020,Rohtak,Haryana,6,14,82,1720.41,vegetation,51.41
2020,Rohtak,Haryana,6,14,82,1720.41,builtup,179.35
2020,Rohtak,Haryana,6,14,82,1720.41,agriculture,1443.41
2020,Rohtak,Haryana,6,14,82,1720.41,barren,41.85
2020,Sonipat,Haryana,6,8,76,2157.98,water,7.08
2020,Sonipat,Haryana,6,8,76,2157.98,vegetation,26.74
2020,Sonipat,Haryana,6,8,76,2157.98,builtup,177.73
2020,Sonipat,Haryana,6,8,76,2157.98,agriculture,1875.26
2020,Sonipat,Haryana,6,8,76,2157.98,barren,70.95
