date,night_lst
20/12/2003,9.096919013
21/12/2003,4.751110235
22/12/2003,8.845164909
23/12/2003,5.193592425
24/12/2003,6.973674753
25/12/2003,2.922183658
26/12/2003,5.755808038
27/12/2003,7.300640631
28/12/2003,5.039692061
29/12/2003,5.397982312
30/12/2003,3.305357297
31/12/2003,6.916970348
1/01/2004,4.880518534
2/01/2004,5.315567083
3/01/2004,3.947336813
4/01/2004,0.64034522
5/01/2004,4.72888397
6/01/2004,4.418530315
7/01/2004,5.540978836
8/01/2004,5.244946853
9/01/2004,6.806752913
10/01/2004,7.164779099
11/01/2004,8.055243683
12/01/2004,8.909840869
13/01/2004,8.753782186
14/01/2004,8.736682515
15/01/2004,4.685775274
16/01/2004,9.806225651
17/01/2004,8.428003299
18/01/2004,4.636759095
19/01/2004,5.980805029
20/01/2004,7.944606067
21/01/2004,10.07071345
22/01/2004,7.570072298
23/01/2004,9.905390027
24/01/2004,3.059277698
25/01/2004,6.687276891
26/01/2004,6.32268828
27/01/2004,6.535579377
28/01/2004,5.732356398
29/01/2004,6.645349837
30/01/2004,9.226090275
31/01/2004,6.257691242
1/02/2004,7.642692832
2/02/2004,4.884326516
3/02/2004,5.60785103
4/02/2004,4.791927582
5/02/2004,5.604595626
6/02/2004,6.107150806
7/02/2004,4.633174542
8/02/2004,9.506355443
9/02/2004,7.363437493
10/02/2004,11.35095973
11/02/2004,10.40758244
12/02/2004,9.161629063
13/02/2004,9.246773067
14/02/2004,8.756516005
15/02/2004,8.60956763
16/02/2004,7.091419629
17/02/2004,11.83974032
18/02/2004,10.69738483
19/02/2004,12.68301271
20/02/2004,9.034860172
21/02/2004,10.29165674
22/02/2004,12.88763511
23/02/2004,8.514868313
24/02/2004,9.132896846
25/02/2004,10.3365093
26/02/2004,12.66344547
27/02/2004,14.08859213
28/02/2004,14.11761189
29/02/2004,12.92480693
1/03/2004,10.80045432
2/03/2004,12.05543086
3/03/2004,8.807431271
4/03/2004,10.18478647
5/03/2004,10.81789731
6/03/2004,11.87842711
7/03/2004,12.07275966
8/03/2004,13.90442067
9/03/2004,13.32971629
10/03/2004,13.34194594
11/03/2004,15.70400694
12/03/2004,12.42251757
13/03/2004,14.96010105
14/03/2004,14.83364409
15/03/2004,16.70899112
16/03/2004,17.85727198
17/03/2004,13.85006235
18/03/2004,17.83421283
19/03/2004,14.30873158
20/03/2004,15.09977322
21/03/2004,13.42765388
22/03/2004,15.77933136
23/03/2004,15.12859424
24/03/2004,12.67519554
25/03/2004,14.53600343
26/03/2004,11.15098849
27/03/2004,14.12582588
28/03/2004,13.59851002
29/03/2004,14.31013109
30/03/2004,13.23261997
31/03/2004,13.09020925
1/04/2004,15.30221526
2/04/2004,14.98861348
3/04/2004,18.27941896
4/04/2004,14.1252176
5/04/2004,18.41715673
6/04/2004,17.18605377
7/04/2004,17.81103342
8/04/2004,17.44514109
9/04/2004,13.5960688
10/04/2004,19.73291275
11/04/2004,15.98695351
12/04/2004,19.49908041
13/04/2004,19.7861021
14/04/2004,20.06323473
15/04/2004,18.21466971
16/04/2004,13.45836352
17/04/2004,20.67266328
18/04/2004,19.79332015
19/04/2004,21.13880215
20/04/2004,22.89458555
21/04/2004,18.93231337
22/04/2004,13.29861135
23/04/2004,18.07500463
24/04/2004,17.25043336
25/04/2004,19.49124929
26/04/2004,20.88713865
27/04/2004,14.69551619
28/04/2004,22.05972552
29/04/2004,11.70075466
30/04/2004,13.0309228
1/05/2004,16.22692665
2/05/2004,16.44946986
3/05/2004,16.54616289
4/05/2004,14.46763262
5/05/2004,19.12454539
6/05/2004,19.75704697
7/05/2004,21.96751123
8/05/2004,18.87060064
9/05/2004,21.73605538
10/05/2004,21.36428206
11/05/2004,19.91776395
12/05/2004,23.77789813
13/05/2004,22.0911478
14/05/2004,26.11203419
15/05/2004,23.09918021
16/05/2004,25.29441852
17/05/2004,24.44543111
18/05/2004,23.12156703
19/05/2004,29.32442327
20/05/2004,24.79036708
21/05/2004,28.46039038
22/05/2004,18.43859162
23/05/2004,17.58766312
24/05/2004,16.95513918
25/05/2004,19.84670991
26/05/2004,19.48005614
27/05/2004,14.90685467
28/05/2004,23.743209
29/05/2004,21.77253971
30/05/2004,25.17454301
31/05/2004,22.76791173
1/06/2004,20.33194356
2/06/2004,22.78870251
3/06/2004,19.47720748
4/06/2004,19.56089684
5/06/2004,20.17906821
6/06/2004,20.14521746
7/06/2004,15.35148237
8/06/2004,19.51698701
9/06/2004,18.2462169
10/06/2004,24.1805652
11/06/2004,23.6738594
12/06/2004,23.4610118
13/06/2004,26.31975517
14/06/2004,22.16066064
15/06/2004,27.00165905
16/06/2004,22.27741789
17/06/2004,24.45417004
18/06/2004,16.28231493
19/06/2004,15.26441607
20/06/2004,19.240733
21/06/2004,17.59244377
22/06/2004,23.15642446
23/06/2004,8.189114414
24/06/2004,20.25374964
25/06/2004,18.06704436
26/06/2004,21.87203649
27/06/2004,22.15278859
28/06/2004,24.63664986
29/06/2004,25.65417623
30/06/2004,19.07431867
1/07/2004,24.64348383
2/07/2004,21.95939161
3/07/2004,24.12214046
4/07/2004,20.81638154
5/07/2004,18.36913642
6/07/2004,22.00913363
7/07/2004,20.33588131
8/07/2004,19.52986597
9/07/2004,11.02426549
10/07/2004,22.20721146
11/07/2004,16.42195824
12/07/2004,23.29964842
13/07/2004,20.97950214
14/07/2004,20.48582283
15/07/2004,21.99154367
16/07/2004,17.18527788
17/07/2004,23.36357181
18/07/2004,18.17139922
19/07/2004,22.45726588
20/07/2004,20.91010289
21/07/2004,19.87422017
22/07/2004,21.63271466
23/07/2004,21.39513449
24/07/2004,23.75655622
25/07/2004,19.65188235
26/07/2004,24.37031921
27/07/2004,18.04327563
28/07/2004,16.86712547
29/07/2004,16.53152249
30/07/2004,19.67536029
31/07/2004,24.49455294
1/08/2004,13.02283679
2/08/2004,13.93220331
3/08/2004,19.82512284
4/08/2004,25.2307065
5/08/2004,22.52588045
6/08/2004,6.607197307
7/08/2004,17.83077616
8/08/2004,14.66466803
9/08/2004,22.80740354
10/08/2004,14.47001883
11/08/2004,13.11750519
12/08/2004,7.227789935
13/08/2004,17.00663997
14/08/2004,24.1025075
15/08/2004,20.51933143
16/08/2004,10.10239566
17/08/2004,15.32829819
18/08/2004,22.87085929
19/08/2004,12.60531488
20/08/2004,18.58844162
21/08/2004,18.08847261
22/08/2004,20.43667268
23/08/2004,14.16929976
24/08/2004,7.943139596
25/08/2004,22.7121771
26/08/2004,16.57699142
27/08/2004,23.66628055
28/08/2004,20.83640721
29/08/2004,21.79676787
30/08/2004,21.86332844
31/08/2004,19.77388286
1/09/2004,23.45056129
2/09/2004,20.45490032
3/09/2004,23.64942934
4/09/2004,20.04029642
5/09/2004,22.37490914
6/09/2004,21.56724113
7/09/2004,21.23955033
8/09/2004,22.16843427
9/09/2004,19.79908611
10/09/2004,23.54526741
11/09/2004,17.99302671
12/09/2004,24.04588193
13/09/2004,21.53786904
14/09/2004,22.37253806
15/09/2004,20.74723398
16/09/2004,19.76152484
17/09/2004,22.55951046
18/09/2004,20.76528649
19/09/2004,24.5244736
20/09/2004,22.93325483
21/09/2004,20.67624073
22/09/2004,19.28461942
23/09/2004,21.26015731
24/09/2004,19.66022993
25/09/2004,17.15346744
26/09/2004,19.58923961
27/09/2004,16.71603341
28/09/2004,21.32147198
29/09/2004,18.12843439
30/09/2004,20.35675849
1/10/2004,21.21261291
2/10/2004,19.16653695
3/10/2004,22.262802
4/10/2004,18.4574623
5/10/2004,21.37595027
6/10/2004,20.27297033
7/10/2004,20.41087597
8/10/2004,19.74515728
9/10/2004,19.3396381
10/10/2004,18.76342515
11/10/2004,14.78815148
12/10/2004,16.53169362
13/10/2004,12.9422647
14/10/2004,16.61126013
15/10/2004,15.64507498
16/10/2004,15.90560926
17/10/2004,16.64580451
18/10/2004,16.88125381
19/10/2004,17.98815482
20/10/2004,16.90007806
21/10/2004,17.87201852
22/10/2004,14.84079949
23/10/2004,14.99364543
24/10/2004,15.26713717
25/10/2004,15.27981425
26/10/2004,15.32428297
27/10/2004,13.85795805
28/10/2004,14.9502367
29/10/2004,12.59696711
30/10/2004,14.252414
31/10/2004,12.02887792
1/11/2004,11.99819274
2/11/2004,11.7703892
3/11/2004,12.17083801
4/11/2004,11.61993302
5/11/2004,10.35713564
6/11/2004,11.87078615
7/11/2004,10.5376202
8/11/2004,11.37332416
9/11/2004,10.51520044
10/11/2004,9.601008328
11/11/2004,9.834183339
12/11/2004,10.27260944
13/11/2004,11.28714583
14/11/2004,10.16093984
15/11/2004,11.44234893
16/11/2004,9.777238073
17/11/2004,9.8059217
18/11/2004,11.8552136
19/11/2004,10.36003794
20/11/2004,9.188276585
21/11/2004,7.595401817
22/11/2004,13.83728892
23/11/2004,13.38127005
24/11/2004,14.91670037
25/11/2004,14.00082774
26/11/2004,13.74199657
27/11/2004,13.60107606
28/11/2004,9.774980697
29/11/2004,11.31094159
30/11/2004,10.62720456
1/12/2004,11.97120117
2/12/2004,10.66782736
3/12/2004,7.572930701
4/12/2004,8.567661926
5/12/2004,7.557228219
6/12/2004,6.316976541
7/12/2004,8.158337246
8/12/2004,7.767431341
9/12/2004,5.880544366
10/12/2004,7.303917761
11/12/2004,8.352740847
12/12/2004,9.864090066
13/12/2004,8.833345322
14/12/2004,7.810049329
15/12/2004,9.037216253
16/12/2004,8.159312867
17/12/2004,10.15915975
18/12/2004,8.603911778
19/12/2004,9.894122408
20/12/2004,11.19137099
21/12/2004,8.066513952
22/12/2004,10.15806518
23/12/2004,5.706922661
24/12/2004,8.176171442
25/12/2004,6.549238575
26/12/2004,4.628751175
27/12/2004,4.80404028
28/12/2004,5.442356621
29/12/2004,8.177078437
30/12/2004,6.661593706
1/01/2005,7.713111242
2/01/2005,8.724132345
3/01/2005,6.805558344
4/01/2005,5.918915303
5/01/2005,5.695777186
6/01/2005,5.964474304
7/01/2005,6.421504855
8/01/2005,5.731195965
9/01/2005,8.197159475
10/01/2005,6.269997619
11/01/2005,5.957239504
12/01/2005,4.759962742
13/01/2005,6.596551761
14/01/2005,6.919962672
15/01/2005,5.348312599
16/01/2005,8.783318423
17/01/2005,6.435768786
18/01/2005,4.843643748
19/01/2005,3.536123204
20/01/2005,4.465186822
21/01/2005,7.037925886
22/01/2005,6.300816432
23/01/2005,4.432753094
24/01/2005,2.867688415
25/01/2005,7.261304958
26/01/2005,6.175734156
27/01/2005,8.164562357
28/01/2005,8.310380636
29/01/2005,8.139664563
30/01/2005,8.414453481
31/01/2005,7.292495833
1/02/2005,5.959997349
2/02/2005,3.00899708
3/02/2005,5.316805714
4/02/2005,6.529360765
5/02/2005,9.257739433
6/02/2005,10.37050979
7/02/2005,9.254478844
8/02/2005,12.28266768
9/02/2005,10.13365157
10/02/2005,14.10163361
11/02/2005,12.2895894
12/02/2005,12.54274191
13/02/2005,10.47943478
14/02/2005,10.55680029
15/02/2005,11.11013738
16/02/2005,8.46756416
17/02/2005,10.72392196
18/02/2005,7.319516541
19/02/2005,8.595579166
20/02/2005,4.033102373
21/02/2005,5.44562521
22/02/2005,6.257246613
23/02/2005,8.112718698
24/02/2005,10.01489788
25/02/2005,9.939697082
26/02/2005,9.840844234
27/02/2005,10.35610328
28/02/2005,10.59353518
1/03/2005,11.80718548
2/03/2005,12.36560731
3/03/2005,12.91222872
4/03/2005,14.40317774
5/03/2005,15.79477587
6/03/2005,12.55317586
7/03/2005,12.78021376
8/03/2005,16.23056204
9/03/2005,13.58900276
10/03/2005,13.99884152
11/03/2005,13.08357313
12/03/2005,14.00382326
13/03/2005,14.14336591
14/03/2005,15.43541869
15/03/2005,15.93228747
16/03/2005,18.47930001
17/03/2005,14.66702432
18/03/2005,18.5877092
19/03/2005,15.8495822
20/03/2005,15.1477309
21/03/2005,16.49654256
22/03/2005,12.76358502
23/03/2005,14.94311358
24/03/2005,13.85333727
25/03/2005,11.67532723
26/03/2005,14.84005661
27/03/2005,15.11152364
28/03/2005,14.04610072
29/03/2005,9.361634389
30/03/2005,14.60977459
31/03/2005,12.28316918
1/04/2005,13.33739548
2/04/2005,13.83618538
3/04/2005,14.97878704
4/04/2005,16.08213155
5/04/2005,16.85755882
6/04/2005,17.30212162
7/04/2005,13.24226315
8/04/2005,13.79181916
9/04/2005,8.853900129
10/04/2005,12.95501906
11/04/2005,12.45050114
12/04/2005,13.69698318
13/04/2005,15.26531056
14/04/2005,12.00089212
15/04/2005,18.26212512
16/04/2005,15.057722
17/04/2005,15.88360543
18/04/2005,15.11271096
19/04/2005,17.66011546
20/04/2005,17.87217332
21/04/2005,13.96502186
22/04/2005,18.96142255
23/04/2005,12.9750302
24/04/2005,17.39332151
25/04/2005,16.60062264
26/04/2005,18.76255619
27/04/2005,16.58164246
28/04/2005,16.79656987
29/04/2005,19.41986542
30/04/2005,12.91887744
1/05/2005,17.12565097
2/05/2005,12.82082619
3/05/2005,15.34762483
4/05/2005,17.4743609
5/05/2005,20.45050503
6/05/2005,20.59230753
7/05/2005,9.47924884
8/05/2005,21.19508421
9/05/2005,17.6207135
10/05/2005,18.25933321
11/05/2005,14.86760653
12/05/2005,17.59216312
13/05/2005,21.37471795
14/05/2005,18.78569881
15/05/2005,20.18336908
16/05/2005,15.04367183
17/05/2005,19.91870532
18/05/2005,18.51322358
19/05/2005,22.45160193
20/05/2005,22.04061726
21/05/2005,13.405705
22/05/2005,17.85757518
23/05/2005,21.53689954
24/05/2005,21.26549401
25/05/2005,16.47420169
26/05/2005,21.39180673
27/05/2005,19.18876464
28/05/2005,15.58610182
29/05/2005,19.25930482
30/05/2005,21.45304588
31/05/2005,23.32768759
1/06/2005,20.58674639
2/06/2005,23.08568802
3/06/2005,19.72450497
4/06/2005,22.98439547
5/06/2005,20.96660909
6/06/2005,19.57775008
7/06/2005,20.02507094
8/06/2005,22.84427262
9/06/2005,20.87483045
10/06/2005,16.70939063
11/06/2005,22.64796954
12/06/2005,21.15075009
13/06/2005,22.01394365
14/06/2005,24.03731034
15/06/2005,22.50083912
16/06/2005,23.04962096
17/06/2005,19.53114526
18/06/2005,24.64360494
19/06/2005,21.09446209
20/06/2005,26.56404598
21/06/2005,25.39257401
22/06/2005,24.97109555
23/06/2005,21.43646939
24/06/2005,20.29141763
25/06/2005,25.32106166
26/06/2005,21.39317628
27/06/2005,23.85970374
28/06/2005,17.36005495
29/06/2005,24.80736304
30/06/2005,24.96497735
1/07/2005,20.73462694
2/07/2005,23.80743514
3/07/2005,16.34571214
4/07/2005,23.26742834
5/07/2005,18.99806757
6/07/2005,23.15001866
7/07/2005,23.62894849
8/07/2005,24.18410865
9/07/2005,25.92712277
10/07/2005,18.7662897
11/07/2005,23.20603415
12/07/2005,14.83297235
13/07/2005,23.11147406
14/07/2005,17.44718745
15/07/2005,16.79978208
16/07/2005,21.33668195
17/07/2005,19.84055516
18/07/2005,22.87804627
19/07/2005,17.61080366
20/07/2005,24.41802691
21/07/2005,18.60519452
22/07/2005,21.36246738
23/07/2005,21.68928937
24/07/2005,23.22879268
25/07/2005,24.2731515
26/07/2005,20.76860864
27/07/2005,24.00434278
28/07/2005,24.01428211
29/07/2005,24.93436041
30/07/2005,22.18946613
31/07/2005,25.59834095
1/08/2005,25.57126947
2/08/2005,24.44512657
3/08/2005,26.06123973
4/08/2005,19.80328736
5/08/2005,22.1321909
6/08/2005,16.11532979
7/08/2005,22.54244901
8/08/2005,21.35913918
9/08/2005,21.84638486
10/08/2005,21.70140303
11/08/2005,18.9607758
12/08/2005,23.39863988
13/08/2005,19.52385716
14/08/2005,22.70698211
15/08/2005,14.11158654
16/08/2005,19.19330842
17/08/2005,24.51119944
18/08/2005,21.81757541
19/08/2005,22.86089728
20/08/2005,18.55857548
21/08/2005,24.13210955
22/08/2005,19.96069581
23/08/2005,23.28631929
24/08/2005,21.75156512
25/08/2005,22.5495643
26/08/2005,23.24826523
27/08/2005,20.96793517
28/08/2005,24.5398451
29/08/2005,22.25681566
30/08/2005,24.75091128
31/08/2005,23.73743823
1/09/2005,23.67337991
2/09/2005,22.71055296
3/09/2005,21.93056843
4/09/2005,23.30422572
5/09/2005,21.57667911
6/09/2005,25.61401957
7/09/2005,23.8303072
8/09/2005,25.20965073
9/09/2005,22.95029446
10/09/2005,19.9476245
11/09/2005,23.23636381
12/09/2005,13.74067958
13/09/2005,22.85057396
14/09/2005,9.153161474
15/09/2005,21.69624854
16/09/2005,18.13458815
17/09/2005,18.99006449
18/09/2005,22.32997223
19/09/2005,22.4502435
20/09/2005,24.81271785
21/09/2005,20.15536376
22/09/2005,23.93713564
23/09/2005,19.90152717
24/09/2005,18.93127294
25/09/2005,20.38827513
26/09/2005,22.25301993
27/09/2005,22.89020179
28/09/2005,22.54552252
29/09/2005,22.88881032
30/09/2005,20.14985659
1/10/2005,21.20008348
2/10/2005,19.7051479
3/10/2005,19.5327935
4/10/2005,19.00386898
5/10/2005,20.23723871
6/10/2005,20.77315275
7/10/2005,18.45395433
8/10/2005,19.51239161
9/10/2005,17.51204271
10/10/2005,18.56700309
11/10/2005,18.5981538
12/10/2005,18.29584002
13/10/2005,18.84334165
14/10/2005,18.15122722
15/10/2005,18.55428082
16/10/2005,16.21005444
17/10/2005,17.97030234
18/10/2005,16.51020249
19/10/2005,17.93742626
20/10/2005,16.87389182
21/10/2005,15.57636465
22/10/2005,14.71423615
23/10/2005,13.91838713
24/10/2005,15.43353837
25/10/2005,13.62077558
26/10/2005,14.45936434
27/10/2005,14.41389164
28/10/2005,13.73722451
29/10/2005,13.52392398
30/10/2005,12.87054647
31/10/2005,13.18201293
1/11/2005,11.67904758
2/11/2005,14.75833474
3/11/2005,13.05342432
4/11/2005,12.511303
5/11/2005,11.94590122
6/11/2005,11.73220366
7/11/2005,12.62641715
8/11/2005,11.34831398
9/11/2005,12.69907405
10/11/2005,10.74537227
11/11/2005,11.78424473
12/11/2005,12.86970423
13/11/2005,13.70246014
14/11/2005,11.54719466
15/11/2005,11.05444811
16/11/2005,10.22303256
17/11/2005,6.680691567
18/11/2005,7.627834724
19/11/2005,7.461295574
20/11/2005,9.284117212
21/11/2005,10.1256876
22/11/2005,10.79479687
23/11/2005,10.0916092
24/11/2005,9.182184339
25/11/2005,9.253282397
26/11/2005,9.460216531
27/11/2005,10.6936413
28/11/2005,10.74425191
29/11/2005,10.50593381
30/11/2005,6.262597623
1/12/2005,4.047449313
2/12/2005,4.093829368
3/12/2005,3.68400938
4/12/2005,5.935365239
5/12/2005,4.772575275
6/12/2005,6.525374636
7/12/2005,6.124791628
8/12/2005,6.237840554
9/12/2005,6.248720111
10/12/2005,4.791543626
11/12/2005,3.47310249
12/12/2005,3.379298297
